Year,Kilometers_Driven,Mileage,Engine,Power,Seats,en_Fuel,en_Transmission,en_Owner,Name,Price
2013,51000,23,1998,112,5,1,2,1,48,21.94
2009,42000,13,2987,210,5,1,2,2,139,22.0
2015,51000,20,998,67,5,2,1,1,15,2.65
2017,42527,20,1197,81,5,2,1,1,160,5.27
2014,45000,22,1248,74,5,1,1,1,149,2.48
2011,70000,12,2494,102,8,1,1,1,93,6.0
2009,92000,11,2982,171,7,1,1,1,75,8.9
2012,57156,18,1995,184,5,1,2,2,1,18.0
2016,53211,16,1395,138,5,2,1,1,115,11.64
2019,80000,11,2982,171,7,1,1,1,75,8.99
2009,74000,15,1896,105,5,1,2,1,95,5.25
2011,37000,23,1396,90,5,1,1,1,201,2.95
2013,64000,21,1248,88,5,1,1,2,106,2.65
2013,57197,15,1598,103,5,2,1,1,172,4.0
2016,55000,17,1582,126,5,1,2,1,51,12.5
2014,33000,21,1197,85,5,2,1,1,137,3.25
2008,70000,13,1997,141,5,2,1,1,34,4.0
2012,75000,15,2179,140,7,1,1,2,192,6.25
2016,58095,21,1498,108,5,1,1,1,17,5.8
2015,7445,17,1193,88,5,2,1,1,199,5.0
2016,17652,12,2993,270,5,1,2,1,190,58.73
2018,28321,14,1798,138,5,2,2,1,49,17.49
2011,69000,19,998,66,5,2,1,2,7,1.95
2007,80000,11,2354,142,5,2,2,1,14,3.0
2014,42365,17,1197,80,5,2,1,1,201,5.5
2013,123000,12,2982,168,7,1,2,1,75,16.5
2011,40000,11,1796,186,5,2,2,2,112,14.5
2016,30112,27,1248,74,5,1,1,1,24,7.79
2017,43775,20,1248,88,7,1,1,1,66,8.27
2019,26013,12,2993,255,5,1,2,1,138,97.07
2012,56000,12,1598,102,5,2,1,1,118,2.15
2008,95000,12,1799,130,5,2,2,2,43,3.0
2014,41089,16,1995,184,5,1,2,1,183,28.79
2011,41988,20,1968,138,5,1,2,1,100,5.45
2013,72486,23,1248,74,5,1,1,1,160,3.95
2013,92000,23,1984,150,5,1,2,1,171,16.0
2013,40000,17,1298,85,5,2,1,1,160,4.25
2014,56000,12,2179,187,5,1,2,1,138,34.5
2008,125000,11,2354,177,5,2,2,3,14,2.6
2017,29219,12,2494,100,8,1,1,1,93,13.48
2018,39927,12,2982,168,7,1,1,1,75,32.1
2018,38593,18,1199,88,5,2,1,1,94,6.17
2015,32000,17,1497,118,5,2,1,1,42,5.5
2017,28226,28,1248,73,5,1,2,1,56,9.15
2014,95000,21,1461,84,5,1,1,1,158,4.5
2014,194000,12,2494,100,8,1,1,1,93,10.5
2016,14821,19,1198,86,5,2,1,1,30,5.37
2012,52000,15,1598,103,5,2,1,1,172,5.45
2016,33000,16,2179,140,7,1,1,1,192,9.25
2016,29200,23,1498,98,5,1,1,1,59,7.7
2012,99754,17,1968,108,5,1,1,1,196,7.99
2012,49000,20,1197,78,5,2,1,1,200,3.0
2005,299322,12,2494,102,8,1,1,1,93,4.0
2018,38310,20,1248,88,5,1,1,1,199,6.69
2014,56000,22,1248,74,5,1,1,1,160,4.25
2017,31300,21,1498,108,5,1,2,1,134,10.5
2019,11241,13,2393,147,8,1,1,1,93,22.55
2014,48000,17,1591,121,5,2,1,2,175,5.2
2019,23882,17,1497,117,5,2,1,1,42,11.87
2014,65000,26,1498,98,5,1,1,1,42,6.99
2011,50000,20,1598,103,5,1,1,1,172,5.0
2014,25000,12,2967,236,5,1,2,1,128,44.0
2015,21000,22,796,47,5,2,1,1,15,2.79
2012,148000,21,1248,88,5,1,1,2,106,2.9
2016,68000,15,1591,121,5,2,1,1,51,9.85
2014,52000,12,2987,224,7,1,2,1,78,49.0
2016,19000,16,2498,105,6,1,1,1,166,9.25
2011,74000,22,1582,126,5,1,1,2,175,3.75
2017,30279,26,1498,99,5,1,1,1,18,7.29
2016,20000,20,1496,113,4,1,2,1,48,23.5
2013,34834,14,796,35,5,2,1,1,116,2.6
2015,90000,21,1461,65,5,1,1,2,174,3.1
2016,38730,14,2143,203,5,1,2,1,57,29.98
2016,57390,19,1461,108,5,1,1,1,55,6.73
2016,100000,23,1248,74,5,1,1,1,160,3.5
2011,50000,16,1198,73,5,2,1,1,124,2.35
2017,64961,16,2179,140,7,1,1,1,192,16.13
2014,72465,16,1198,74,5,2,1,1,124,5.9
2012,68776,21,1197,85,5,2,1,1,137,3.9
2012,68000,12,2494,102,7,1,1,1,93,6.95
2015,33000,26,1498,98,5,1,1,1,42,7.0
2017,22389,17,1198,73,5,2,1,1,17,7.23
2012,90000,21,1248,88,5,1,1,1,147,3.81
2012,42000,18,1197,85,5,2,1,3,160,4.5
2017,38767,19,1582,126,5,1,1,1,51,12.6
2015,21000,12,2967,241,7,1,2,1,129,48.0
2010,59136,19,796,46,5,2,1,1,15,2.96
2014,36000,25,1498,98,5,1,1,1,16,3.25
2011,95000,18,1968,167,5,1,2,2,122,8.5
2013,51000,19,1582,126,5,1,2,1,62,8.75
2011,36411,18,998,67,5,2,1,1,180,3.08
2017,40000,12,1999,148,7,1,2,1,138,41.5
2016,27300,17,1497,117,5,2,1,1,42,7.0
2011,29813,14,1991,181,5,2,2,2,112,11.5
2011,71000,20,998,67,5,2,1,1,180,2.6
2014,32000,22,1582,126,5,1,1,1,175,4.3
2017,19234,17,1373,80,7,3,1,1,66,8.35
2017,50510,17,1968,141,5,1,2,1,169,24.9
2011,102000,15,1995,177,5,1,2,1,182,13.75
2014,42277,24,1186,73,5,1,1,1,86,3.85
2014,46000,13,2143,201,5,1,2,1,57,23.25
2015,50000,18,1197,82,5,2,1,1,86,5.75
2008,62000,20,1197,78,5,2,1,2,200,1.65
2012,78000,19,1968,138,5,1,1,1,95,6.5
2011,79000,17,1968,138,5,1,1,1,196,7.5
2019,6773,14,2967,245,7,1,2,1,129,72.94
2010,135000,11,2982,171,7,1,1,2,75,11.0
2013,36716,18,1061,67,5,2,1,1,180,3.02
2013,65060,21,814,55,5,2,1,1,58,3.32
2013,33000,19,1198,86,5,2,1,1,30,3.24
2015,11110,22,796,47,5,2,1,1,15,2.35
2013,63000,15,2523,62,7,1,1,1,27,5.5
2015,27030,17,1497,117,5,2,1,1,42,6.75
2015,19600,15,1598,103,5,2,1,1,134,6.15
2016,27755,22,1197,81,5,2,1,1,160,5.45
2013,20000,21,814,55,5,2,1,2,58,2.3
2015,24782,20,1197,83,5,2,1,1,160,6.21
2014,47303,19,1198,76,5,2,2,1,107,5.21
2008,71000,8,4134,250,7,2,2,1,129,11.99
2010,135000,17,1248,75,5,1,1,1,160,3.1
2017,1000,13,2179,138,5,1,1,1,194,7.5
2016,29000,20,1498,88,5,1,1,1,124,4.0
2016,36367,17,1497,117,5,2,1,1,42,7.73
2015,38000,17,1497,117,5,2,1,1,42,7.8
2011,83969,16,796,37,4,2,1,1,5,1.3
2014,82621,20,1498,88,5,1,1,1,124,4.42
2009,89000,12,1991,147,7,1,2,1,36,4.0
2016,54000,16,2179,140,7,1,1,1,192,13.0
2015,61691,25,1498,98,5,1,1,1,16,5.38
2011,32200,17,1197,80,5,2,1,2,201,3.25
2016,68630,20,998,67,5,2,2,1,180,3.87
2014,61000,16,1968,138,5,1,2,2,95,8.25
2018,32644,20,1373,91,5,2,1,1,41,9.28
2012,85000,11,2179,120,7,1,2,1,153,6.25
2008,75000,15,1150,74,5,2,1,2,19,1.15
2016,40347,20,1373,91,5,2,1,1,41,7.8
2012,60788,23,1396,90,5,1,1,1,201,4.5
2018,18664,18,1199,88,5,2,1,1,94,7.56
2017,57847,16,2179,140,7,1,1,1,192,16.08
2012,52237,17,1197,80,5,2,1,1,201,4.5
2012,128000,22,1582,126,5,1,1,1,175,5.0
2011,54000,19,1086,68,5,2,1,1,200,2.2
2014,49800,23,998,67,5,2,2,1,40,4.0
2012,98000,20,1199,73,5,1,1,1,71,2.51
2015,60095,25,1248,74,5,1,1,1,160,4.75
2008,68000,16,1086,66,5,2,1,2,200,2.0
2010,81402,20,1197,78,5,2,1,2,200,2.1
2013,38000,16,1499,110,5,2,2,1,60,6.25
2011,92239,11,2987,210,5,1,2,2,57,10.6
2017,49224,25,1248,74,5,1,1,1,160,6.0
2004,12000,16,796,37,4,2,1,2,5,0.45
2010,54898,16,1298,88,5,2,1,3,160,2.5
2018,2500,15,1591,121,5,2,1,1,51,12.75
2017,32838,17,1995,190,5,1,2,1,182,30.29
2006,27076,13,1299,70,5,2,1,1,90,1.6
2017,75445,22,1498,89,5,1,1,1,60,7.54
2015,46601,20,1373,91,5,2,1,1,41,6.84
2012,72000,18,1968,167,5,1,2,1,122,6.0
2017,27000,27,1498,98,5,1,1,1,94,8.0
2016,68193,17,1968,174,5,1,2,1,9,24.74
2017,34429,24,1120,70,5,1,1,1,86,5.5
2013,46000,12,2987,224,7,1,2,1,78,36.0
2013,80544,12,2494,100,7,1,1,1,93,11.79
2011,42000,16,1498,97,5,2,1,2,158,3.0
2011,94821,20,1968,138,5,1,2,2,100,6.75
2006,100000,14,1399,92,5,2,1,1,19,1.4
2014,57000,24,1498,98,7,1,1,1,108,5.75
2010,79894,21,1248,73,5,1,1,1,137,3.4
2011,44748,16,1198,73,5,2,1,2,124,4.89
2013,31000,13,1598,102,5,2,1,1,165,4.95
2013,60587,16,998,66,5,2,2,2,7,3.49
2014,43772,17,1497,118,5,2,1,1,42,6.35
2017,23576,18,1197,82,5,2,2,1,86,7.08
2017,4000,13,1999,177,5,1,2,1,188,38.0
2012,62000,12,2179,120,8,1,1,1,153,6.25
2011,36000,11,1796,186,5,2,2,1,112,10.15
2014,80000,13,1798,157,5,2,2,1,159,10.75
2012,137008,18,1991,147,4,1,2,1,53,4.65
2010,61001,12,2179,120,8,1,1,1,153,4.75
2015,52191,17,1591,121,5,2,1,1,175,7.78
2016,77076,23,1396,90,5,1,1,1,201,6.75
2008,56000,16,1497,78,5,2,2,1,42,2.99
2013,21000,20,1197,78,5,2,1,1,200,2.35
2013,89429,25,1498,98,5,1,1,1,16,3.65
2012,45631,22,998,67,5,2,1,2,180,2.74
2013,53959,19,1198,86,5,2,1,1,30,3.5
2014,55804,17,1197,80,5,2,1,1,201,4.76
2016,25899,15,1598,103,5,2,1,1,172,6.2
2008,82000,18,1896,66,5,1,1,2,115,2.35
2014,52000,13,2143,204,5,1,2,1,57,24.5
2013,20000,13,1598,102,5,2,1,1,55,6.0
2017,31829,21,814,55,5,2,1,1,58,3.65
2016,18094,18,1197,85,5,2,1,2,160,6.26
2015,11964,13,2967,241,5,1,2,1,128,32.95
2018,22684,18,1197,81,5,2,1,1,201,7.8
2014,43521,19,1198,86,5,2,1,1,30,4.25
2014,49386,17,1298,85,5,2,1,1,160,4.86
2017,12248,18,1197,81,5,2,1,1,86,4.9
2014,67771,11,2498,112,8,1,1,1,195,7.06
2015,60007,17,1798,189,4,2,2,1,124,4.5
2011,48624,24,998,67,5,2,1,1,15,3.22
2014,30000,22,1199,73,5,1,1,1,124,3.25
2016,81605,18,1197,82,5,2,1,1,86,4.53
2017,32642,14,2143,170,5,1,2,1,112,34.78
2014,34200,15,1591,121,5,2,2,1,175,6.5
2010,72204,15,1172,67,5,2,1,1,126,2.25
2011,156347,12,2494,100,8,1,1,2,93,8.0
2017,47357,18,1493,100,7,1,2,1,162,8.37
2015,61738,20,1498,88,5,1,1,1,124,5.39
2018,32586,22,1995,190,5,1,2,1,2,37.3
2018,40129,11,2987,254,5,1,2,1,81,70.8
2012,51000,11,2987,254,5,1,2,1,104,22.25
2018,10393,18,1197,81,5,2,1,1,86,6.03
2011,46000,13,1798,157,5,2,2,1,159,4.9
2013,21000,16,1197,78,5,2,2,1,200,3.96
2011,113562,23,1396,90,5,1,1,1,201,4.6
2011,100010,12,2179,120,8,1,1,2,153,5.5
2013,63107,19,1198,86,5,2,1,1,30,3.25
2017,58500,18,1197,81,5,2,1,1,201,6.25
2007,90000,10,2499,143,7,1,1,4,64,3.0
2011,108242,16,1493,110,5,1,1,1,175,4.25
2011,146300,11,2982,171,7,1,1,1,75,12.25
2011,62943,17,1995,184,5,1,2,2,182,10.95
2013,65000,12,2982,168,7,1,2,1,75,16.5
2018,1700,19,1199,88,5,2,2,1,16,7.8
2013,34697,19,1086,68,5,2,1,1,200,3.7
2012,58000,17,1197,80,5,2,1,1,201,4.0
2015,32500,19,1995,187,5,1,2,1,1,26.75
2016,58661,15,1968,181,5,1,2,1,127,28.03
2017,37124,20,1197,81,5,2,1,1,160,5.44
2017,44000,21,1197,83,5,2,2,1,24,6.2
2005,45200,13,1495,94,5,2,1,1,13,0.9
2016,11000,18,1197,85,5,2,1,1,137,3.95
2011,65000,26,624,35,4,2,1,2,111,0.44
2012,55005,20,1399,68,5,1,1,1,73,2.75
2011,81650,18,1968,167,5,1,2,1,122,7.5
2010,160000,19,1248,93,5,1,1,2,101,2.5
2015,169000,14,2489,93,7,1,1,1,195,5.0
2013,67263,18,998,67,5,2,1,1,180,3.6
2012,44223,17,1496,88,5,2,1,1,68,3.99
2015,36840,18,1197,82,5,2,1,1,86,5.64
2014,160000,12,2494,100,8,1,1,1,93,12.0
2008,133000,16,1405,62,5,1,1,1,91,0.7
2015,69123,18,1995,184,5,1,2,1,1,19.0
2017,38000,10,3198,197,7,1,2,1,64,30.48
2017,5500,21,1462,103,5,2,1,1,41,8.2
2015,1001,25,1498,99,5,1,1,1,73,7.55
2007,59000,15,1150,74,5,2,1,3,19,0.99
2011,78256,16,1497,118,5,2,2,1,42,4.15
2016,90000,16,1498,97,5,2,1,1,158,6.2
2016,18000,19,1197,85,5,2,1,1,160,4.4
2012,60000,20,1399,68,5,1,1,1,73,2.1
2011,130000,20,1248,75,5,1,1,1,87,2.2
2018,32851,18,1197,81,5,2,1,1,63,8.34
2014,32000,23,1248,74,5,1,1,1,160,4.35
2014,62700,22,1498,89,5,1,1,1,60,6.8
2010,71000,19,1248,73,5,1,1,1,160,3.3
2016,19947,18,1197,82,5,2,1,1,86,5.04
2012,91000,11,2953,153,7,1,2,1,64,9.2
2014,74000,22,1199,73,5,1,1,1,124,5.7
2018,55594,18,1493,100,7,1,1,1,162,8.48
2013,58000,11,2993,306,4,1,2,1,185,48.0
2012,110224,19,1461,108,5,1,1,1,55,6.1
2010,21002,22,998,67,5,2,1,1,180,2.75
2017,121000,24,1248,88,7,1,1,1,66,8.0
2010,73513,19,796,46,5,2,1,1,15,1.85
2015,34000,20,998,67,5,2,2,1,180,3.85
2017,28371,15,1196,73,7,2,1,1,61,4.74
2013,74755,19,1461,108,5,1,1,1,55,5.63
2011,25805,18,1061,64,5,2,1,1,198,2.62
2015,82603,13,1598,102,5,2,1,1,55,4.9
2006,110000,13,1799,130,5,2,1,1,43,2.65
2012,88000,16,2179,140,7,1,1,1,192,5.99
2011,110000,21,1461,64,5,1,1,2,174,2.4
2017,15000,21,999,67,5,2,1,1,97,4.25
2013,70000,15,2967,240,5,1,2,1,38,40.0
2008,150000,28,1248,74,5,1,1,2,160,2.7
2016,19000,20,1198,67,5,2,1,1,83,2.99
2011,37442,18,1197,80,5,2,1,1,201,3.4
2016,63111,18,1995,190,5,1,2,2,2,30.8
2012,88000,20,1248,88,7,1,1,1,66,5.85
2014,42355,18,1197,82,5,2,1,1,86,4.0
2011,75871,9,2996,254,5,2,2,1,1,14.12
2011,65000,17,1998,163,5,1,1,1,53,4.55
2015,69000,0,2987,165,5,1,2,1,104,38.0
2011,79232,21,1248,73,5,1,1,1,137,2.9
2007,220000,11,1796,186,5,2,2,2,112,6.0
2016,28470,18,1197,81,5,2,1,1,201,6.95
2014,9759,20,998,68,5,2,1,1,58,2.75
2014,75216,22,1248,74,5,1,1,1,160,5.1
2017,8000,18,1197,81,5,2,1,1,201,6.75
2014,59451,18,1197,85,5,2,1,1,137,3.69
2013,53996,22,1248,74,5,1,1,1,160,5.45
2018,15135,17,1199,88,5,2,1,1,179,9.29
2015,53000,16,1197,81,5,2,2,2,193,4.0
2013,40000,18,1198,86,5,2,1,1,16,2.9
2013,21107,17,1591,121,5,2,1,1,175,5.25
2014,56000,16,1497,116,5,2,1,1,42,5.75
2017,19623,15,1591,121,5,2,1,1,51,13.12
2014,70963,15,2179,140,7,1,1,1,192,7.83
2013,25755,26,998,58,5,3,1,1,180,3.15
2013,51450,12,2494,102,7,1,1,1,93,10.4
2012,75000,22,1248,74,5,1,1,1,160,4.35
2017,37832,22,998,67,5,2,2,1,180,5.23
2016,43041,18,1197,81,5,2,1,1,86,6.01
2014,97236,25,1498,98,5,1,1,1,16,4.4
2010,83000,16,1995,181,5,1,2,1,1,12.75
2011,65000,15,1196,70,5,2,1,1,73,2.4
2018,46007,17,1198,73,5,2,1,1,17,5.71
2015,65925,22,1498,89,5,1,1,2,60,5.49
2004,73500,13,1343,90,5,2,1,2,42,1.3
2014,55000,16,2179,140,7,1,1,1,192,8.5
2012,115000,13,2982,168,7,1,1,1,75,12.99
2017,31184,18,1197,81,5,2,1,1,86,5.0
2017,41747,28,1248,73,5,1,2,1,56,9.0
2016,38143,22,1248,74,5,1,1,1,160,5.22
2012,19030,16,1198,73,5,2,1,1,124,3.8
2019,20877,18,1197,78,5,2,1,1,68,7.27
2016,23555,22,1197,81,5,2,1,1,160,5.1
2013,29000,14,2143,203,5,1,2,1,57,29.0
2013,61000,18,998,67,5,2,1,1,180,2.9
2012,4187,26,624,35,4,2,1,1,111,1.38
2011,46000,13,1798,157,5,2,1,1,100,5.5
2016,28000,17,1197,103,5,2,2,1,124,7.25
2014,83558,22,1582,126,5,1,1,1,175,6.98
2017,40000,22,1248,74,5,1,1,1,28,5.25
2013,36000,21,814,55,5,2,1,1,58,1.95
2014,21000,17,1968,174,5,1,2,1,9,24.5
2013,62162,12,2494,100,7,1,1,1,93,8.31
2012,83000,11,2987,254,5,1,2,1,104,36.0
2015,58000,24,1120,71,5,1,1,1,193,5.5
2011,62332,11,2354,177,5,2,2,1,14,5.89
2016,50867,20,1498,103,5,1,1,1,172,7.95
2010,73000,17,1197,80,5,2,1,1,201,2.75
2012,98008,22,1582,126,5,1,1,1,62,6.25
2015,36000,20,1399,68,5,1,1,1,73,4.95
2019,27339,18,1197,81,5,2,1,1,201,6.27
2017,25000,23,1582,126,5,1,1,1,175,8.65
2014,37000,18,1197,82,5,2,1,1,86,3.5
2015,56000,14,1968,174,5,1,2,1,128,35.0
2015,27000,17,1298,85,5,2,1,1,160,4.45
2012,37000,18,1197,80,5,2,1,1,201,2.65
2017,10500,25,1198,77,5,1,1,1,96,4.7
2014,49000,18,1582,126,5,1,2,1,62,8.9
2017,7000,17,1956,170,5,1,1,1,46,17.45
2017,71256,24,1248,88,5,1,1,1,177,9.58
2012,83184,14,1798,138,5,2,1,1,49,6.22
2013,87284,15,2179,140,7,1,1,1,192,7.8
2016,7000,20,1995,190,5,1,2,1,182,27.75
2015,29000,22,1396,88,5,1,1,2,201,7.0
2017,33552,11,2987,254,5,1,2,1,81,64.87
2013,64000,17,1998,163,5,1,1,2,53,6.5
2011,82000,18,1197,80,5,2,1,2,201,2.7
2012,70000,19,1198,86,5,2,1,2,30,2.5
2013,166194,19,1461,84,7,1,1,1,69,3.9
2015,58000,16,1198,73,5,2,1,1,124,3.95
2010,77000,20,1197,78,5,2,1,2,200,2.1
2009,73204,18,1991,147,4,1,2,3,53,3.5
2007,70000,19,1086,68,5,2,1,2,200,2.0
2014,79870,20,1248,88,7,1,1,1,66,5.35
2013,90000,25,1498,98,5,1,1,1,16,3.8
2016,17000,15,1595,122,5,2,2,1,6,17.25
2018,46493,18,1197,81,5,2,1,1,86,5.53
2009,68000,20,1197,78,5,2,1,3,200,1.95
2017,2000,28,1248,74,5,1,1,1,160,8.2
1999,140000,13,1343,90,5,2,1,1,42,0.9
2013,255000,12,2494,100,7,1,1,3,93,6.5
2014,45535,23,1998,112,5,1,2,1,48,19.41
2016,39228,15,1368,112,5,2,1,1,101,6.58
2011,57000,14,1399,92,5,2,1,2,19,2.1
2008,85445,19,1086,68,5,2,1,2,200,2.0
2015,54000,24,1120,71,5,1,1,1,193,3.7
2014,53000,23,998,67,5,2,2,1,40,3.8
2014,60000,20,1197,78,5,2,1,1,200,3.25
2015,65668,19,1461,83,5,1,1,1,55,5.53
2011,100000,22,1995,190,5,1,2,2,1,10.9
2018,1800,18,1197,82,5,2,1,1,86,5.1
2009,44200,18,995,62,5,2,1,2,155,1.6
2018,14000,17,1497,117,5,2,1,1,42,11.25
2013,720000,20,1598,103,5,1,1,1,172,5.9
2012,73000,11,2982,169,7,1,2,1,75,14.4
2011,68000,17,1497,118,5,2,1,1,42,3.6
2017,19543,18,1995,190,5,1,2,1,2,40.5
2014,38000,14,1968,174,5,1,2,2,128,38.95
2014,32805,23,1248,73,5,1,1,1,137,3.6
2016,44782,21,1498,103,5,1,2,1,172,7.12
2016,55700,26,1498,98,5,1,1,1,42,7.52
2012,60000,15,1968,140,5,1,2,2,9,10.35
2014,56000,15,1598,103,5,2,1,1,134,7.0
2011,60000,11,2982,171,7,1,1,1,75,10.85
2010,78563,16,1991,123,5,1,1,1,118,2.35
2014,34669,15,1196,73,7,2,1,1,61,2.9
2017,17000,20,1373,91,5,2,1,1,41,7.65
2016,66000,28,1248,88,5,1,1,1,41,6.4
2014,102418,12,2494,100,7,1,1,1,93,10.1
2014,48800,19,1197,85,5,2,1,1,160,4.25
2019,10601,11,2755,171,7,1,2,1,93,19.65
2017,8200,25,1396,69,5,1,1,1,91,4.4
2012,100000,18,1197,82,5,2,1,1,201,3.25
2012,78000,17,1399,68,5,1,1,1,72,2.8
2015,50000,18,1248,73,8,1,1,1,65,4.3
2006,89327,17,1399,68,5,1,1,3,72,1.55
2007,98000,10,2354,152,5,2,1,2,34,4.7
2017,24700,18,1199,88,5,2,1,1,94,7.07
2018,6000,11,2987,258,7,1,2,1,82,79.0
2018,9434,18,1197,81,5,2,1,1,86,5.75
2012,29000,18,1197,85,5,2,1,1,137,3.25
2017,22440,22,1498,108,5,1,2,1,17,8.89
2015,73070,17,1497,117,5,2,1,1,42,5.9
2016,21771,18,1199,88,5,2,1,1,94,4.95
2014,62000,17,1248,75,5,1,1,1,160,3.75
2017,37024,17,1582,126,5,1,2,1,51,10.97
2014,60336,14,2967,241,5,1,2,2,11,24.94
2014,26008,21,814,55,5,2,1,1,58,1.97
2010,90000,20,1399,68,5,1,1,2,73,1.4
2018,35569,17,1198,73,5,2,1,1,17,7.27
2013,40000,21,1461,84,5,1,1,1,152,4.0
2015,45000,18,1199,88,5,2,1,1,94,4.75
2015,42000,17,1197,80,5,2,1,1,201,5.1
2012,46913,14,2967,241,5,1,2,1,9,16.11
2014,62000,11,2696,184,7,1,2,1,156,10.55
2017,15000,12,2755,174,7,1,2,1,75,30.0
2002,69000,18,1896,66,5,1,1,1,115,1.6
2012,41367,15,2148,170,5,1,2,1,112,18.49
2018,15982,20,1373,91,5,2,1,1,41,9.96
2013,99595,22,1248,74,5,1,1,2,160,4.75
2002,63000,13,2446,75,10,1,1,3,130,3.65
2012,49000,16,2495,218,5,1,2,2,2,15.5
2013,48272,10,2835,116,6,1,1,1,120,11.82
2008,63000,13,1794,125,5,2,1,1,49,2.05
2016,77000,26,998,58,5,3,1,1,180,3.3
2013,11734,16,796,34,8,2,1,1,116,2.25
2014,62012,17,1968,174,5,1,2,1,10,20.12
2017,46000,25,1197,81,5,3,1,1,193,4.95
2016,45449,27,1498,98,5,1,1,1,94,7.48
2004,85000,10,1796,157,5,2,2,2,57,5.5
2013,45330,16,1968,147,5,1,2,1,9,13.19
2012,88000,19,1197,85,5,2,1,1,160,3.85
2016,45376,28,1248,73,5,1,1,1,56,5.75
2014,81000,15,2179,140,7,1,1,1,192,9.0
2012,83381,18,1199,79,5,2,1,1,25,2.21
2017,78526,23,1498,98,5,1,1,1,59,8.09
2017,27313,14,2993,258,5,1,2,1,2,48.63
2015,42747,14,1968,174,5,1,2,2,128,39.47
2015,42265,20,1995,190,5,1,2,2,182,22.24
2009,21000,19,1197,80,5,2,2,1,200,2.6
2016,55100,17,1582,126,5,1,2,1,51,12.0
2014,70000,17,1968,174,5,1,2,1,9,18.0
2007,55000,10,3498,364,5,2,2,3,139,9.99
2012,58235,20,1197,78,5,2,1,1,200,2.45
2017,26000,23,1498,98,5,1,1,1,59,8.99
2011,35000,20,1598,103,5,1,1,1,172,3.15
2017,24000,28,1248,73,5,1,1,1,56,8.2
2016,98000,15,1997,120,7,1,1,1,153,11.5
2016,44487,22,1396,88,5,1,1,1,201,7.3
2008,65000,19,796,46,5,2,1,1,15,1.59
2015,34951,20,1197,78,5,2,1,2,200,3.15
2015,52373,15,2179,120,7,1,1,2,153,8.5
2010,66285,19,1199,75,5,1,1,1,71,3.0
2012,66000,15,2993,258,5,1,2,1,184,21.0
2016,43000,27,1498,98,5,1,1,1,94,7.75
2013,45200,10,2148,170,5,1,2,1,57,23.0
2016,41000,16,2179,140,7,1,2,1,192,13.75
2017,39430,18,1497,117,5,2,2,1,42,8.29
2014,83274,22,1248,74,5,1,1,1,160,5.79
2017,32324,14,2143,170,5,1,2,1,112,30.5
2011,49999,17,1497,118,5,2,1,1,42,3.8
2014,66000,15,2956,83,7,1,1,1,157,4.45
2012,54000,18,1197,82,5,2,1,1,201,3.3
2009,80000,20,1248,91,5,1,1,2,101,1.75
2011,72000,12,1799,130,5,2,2,2,43,5.5
2017,44865,19,1582,126,5,1,1,1,51,13.35
2017,22000,20,1968,143,5,1,2,2,8,22.5
2013,57478,17,1591,121,5,2,1,2,175,5.25
2011,75000,21,1396,90,5,1,1,1,201,3.75
2015,50624,24,1498,98,7,1,1,1,108,6.32
2018,75000,22,1582,126,5,1,2,1,175,7.75
2006,87000,15,1596,101,5,2,1,2,72,1.37
2010,62000,20,1197,78,5,2,1,1,200,2.1
2016,41372,24,1248,88,5,1,1,1,177,9.3
2015,70000,12,2494,100,7,1,1,1,93,12.0
2017,35000,17,2143,136,5,1,2,1,79,23.5
2006,71993,19,796,46,5,2,1,1,15,1.8
2013,62000,14,2143,170,5,1,2,2,112,12.5
2015,51000,22,1248,74,5,1,1,1,160,4.74
2016,26038,18,1197,82,5,2,1,1,86,5.43
2018,37713,12,2982,168,7,1,2,2,75,31.62
2011,78088,12,1998,132,8,2,1,1,93,6.3
2017,30453,22,1498,98,5,1,1,1,59,8.45
2016,54000,18,1196,86,5,2,1,1,73,5.0
2011,190000,11,2982,171,7,1,1,1,75,13.0
2012,65097,19,1197,85,5,2,1,1,160,4.7
2018,28060,12,2979,320,5,2,2,1,4,93.67
2012,282000,13,1798,160,5,2,1,1,159,3.3
2009,111000,18,1061,67,5,2,1,2,180,1.51
2013,63295,19,1461,108,5,1,1,1,55,6.09
2015,35770,20,1373,91,5,2,1,1,41,5.95
2012,125928,22,1582,126,5,1,1,1,62,9.0
2015,45000,21,1498,103,5,1,2,1,134,4.25
2013,21000,14,2143,170,5,1,2,1,112,23.5
2011,54774,11,2354,177,5,2,2,1,14,6.35
2014,41123,23,998,67,5,2,1,1,40,3.4
2017,17465,12,2979,320,5,2,2,1,4,93.0
2014,48000,22,1995,190,5,1,2,1,1,21.6
2011,173000,20,1598,103,5,1,1,1,172,4.0
2018,12000,23,1248,74,5,1,1,1,160,5.5
2012,34000,12,2179,147,5,1,2,1,138,19.25
2012,71360,21,1396,90,5,1,1,1,201,3.95
2012,74000,28,1248,73,5,1,1,2,56,4.25
2018,28937,17,1956,170,5,1,1,1,46,17.02
2012,82085,20,1248,88,7,1,1,1,66,6.5
2011,68465,15,1196,70,5,2,1,1,73,2.95
2013,63854,21,1364,86,5,1,1,1,49,7.12
2018,3000,24,1248,88,5,1,2,1,177,11.25
2009,65055,17,1497,118,5,2,1,1,42,2.75
2015,120000,15,2179,120,7,1,1,1,153,12.0
2014,64241,20,1197,81,5,2,1,1,193,3.67
